device_id,timestamp,substrate_label,soil_moisture_vwc,soil_temp_c,ec_us_cm,light_par,air_humidity_pct,is_outlier,outlier_reason,time_diff,estimated_missing_readings
SENS-07,2026-06-02 09:00:00,orchid_bark,17.73,66.94,644.0,94.2,73.0,True,soil_temp_c_hard_range_violation;,0 days 00:15:00,0
SENS-07,2026-06-02 09:15:00,orchid_bark,17.36,68.07,784.0,103.1,68.3,True,soil_temp_c_hard_range_violation;,0 days 00:15:00,0
SENS-07,2026-06-02 09:30:00,orchid_bark,17.5,67.01,648.0,109.4,74.2,True,soil_temp_c_hard_range_violation;,0 days 00:15:00,0
SENS-07,2026-06-02 09:45:00,orchid_bark,17.79,66.9,799.0,142.3,65.4,True,soil_temp_c_hard_range_violation;,0 days 00:15:00,0
SENS-07,2026-06-02 10:00:00,orchid_bark,17.97,69.3,614.0,166.8,68.8,True,soil_temp_c_hard_range_violation;,0 days 00:15:00,0
SENS-07,2026-06-02 10:15:00,orchid_bark,17.66,68.04,703.0,180.3,66.7,True,soil_temp_c_hard_range_violation;,0 days 00:15:00,0
SENS-07,2026-06-02 10:30:00,orchid_bark,17.39,69.46,644.0,198.8,66.0,True,soil_temp_c_hard_range_violation;,0 days 00:15:00,0
SENS-07,2026-06-02 10:45:00,orchid_bark,17.35,68.43,765.0,196.0,57.6,True,soil_temp_c_hard_range_violation;,0 days 00:15:00,0
SENS-07,2026-06-02 11:00:00,orchid_bark,17.41,69.93,659.0,215.5,60.7,True,soil_temp_c_hard_range_violation;,0 days 00:15:00,0
SENS-07,2026-06-02 11:15:00,orchid_bark,17.53,70.09,656.0,239.5,62.5,True,soil_temp_c_hard_range_violation;,0 days 00:15:00,0
SENS-07,2026-06-02 11:30:00,orchid_bark,17.31,69.6,701.0,262.9,56.0,True,soil_temp_c_hard_range_violation;,0 days 00:15:00,0
SENS-07,2026-06-02 11:45:00,orchid_bark,17.24,72.39,757.0,259.8,52.0,True,soil_temp_c_hard_range_violation;,0 days 00:15:00,0
SENS-07,2026-06-02 12:00:00,orchid_bark,17.02,70.79,749.0,278.8,56.0,True,soil_temp_c_hard_range_violation;,0 days 00:15:00,0
SENS-07,2026-06-02 12:15:00,orchid_bark,16.77,71.15,691.0,288.3,59.5,True,soil_temp_c_hard_range_violation;,0 days 00:15:00,0
SENS-07,2026-06-02 12:30:00,orchid_bark,16.8,71.74,687.0,287.3,58.8,True,soil_temp_c_hard_range_violation;,0 days 00:15:00,0
SENS-07,2026-06-02 12:45:00,orchid_bark,16.74,71.02,721.0,297.1,52.5,True,soil_temp_c_hard_range_violation;,0 days 00:15:00,0
SENS-07,2026-06-02 13:00:00,orchid_bark,16.78,72.72,698.0,308.9,54.4,True,soil_temp_c_hard_range_violation;,0 days 00:15:00,0
SENS-07,2026-06-02 13:15:00,orchid_bark,16.62,72.82,703.0,310.9,55.1,True,soil_temp_c_hard_range_violation;,0 days 00:15:00,0
SENS-07,2026-06-02 13:30:00,orchid_bark,16.7,74.35,694.0,323.8,56.6,True,soil_temp_c_hard_range_violation;,0 days 00:15:00,0
SENS-07,2026-06-02 13:45:00,orchid_bark,16.43,74.17,724.0,315.9,55.3,True,soil_temp_c_hard_range_violation;,0 days 00:15:00,0
SENS-07,2026-06-02 14:00:00,orchid_bark,16.29,73.35,718.0,327.1,53.1,True,soil_temp_c_hard_range_violation;,0 days 00:15:00,0
SENS-07,2026-06-02 14:15:00,orchid_bark,16.03,74.07,761.0,316.4,47.6,True,soil_temp_c_hard_range_violation;,0 days 00:15:00,0
SENS-07,2026-06-02 14:30:00,orchid_bark,16.04,76.35,675.0,317.5,48.0,True,soil_temp_c_hard_range_violation;,0 days 00:15:00,0
SENS-07,2026-06-02 14:45:00,orchid_bark,16.36,74.39,674.0,320.3,47.3,True,soil_temp_c_hard_range_violation;,0 days 00:15:00,0
SENS-07,2026-06-02 15:00:00,orchid_bark,16.39,75.85,696.0,308.2,45.4,True,soil_temp_c_hard_range_violation;,0 days 00:15:00,0
SENS-07,2026-06-02 15:15:00,orchid_bark,16.32,74.97,692.0,299.6,40.9,True,soil_temp_c_hard_range_violation;,0 days 00:15:00,0
SENS-07,2026-06-02 15:30:00,orchid_bark,16.24,74.89,735.0,295.1,48.4,True,soil_temp_c_hard_range_violation;,0 days 00:15:00,0
SENS-07,2026-06-02 15:45:00,orchid_bark,16.08,75.38,658.0,294.1,44.4,True,soil_temp_c_hard_range_violation;,0 days 00:15:00,0
SENS-07,2026-06-02 16:00:00,orchid_bark,16.26,76.95,751.0,279.8,44.9,True,soil_temp_c_hard_range_violation;,0 days 00:15:00,0
SENS-07,2026-06-02 16:15:00,orchid_bark,16.3,74.93,689.0,248.9,43.4,True,soil_temp_c_hard_range_violation;,0 days 00:15:00,0
SENS-07,2026-06-02 16:30:00,orchid_bark,15.92,76.51,747.0,248.1,39.4,True,soil_temp_c_hard_range_violation;,0 days 00:15:00,0
SENS-07,2026-06-02 16:45:00,orchid_bark,16.09,76.96,801.0,234.9,35.5,True,soil_temp_c_hard_range_violation;,0 days 00:15:00,0
SENS-07,2026-06-02 17:00:00,orchid_bark,15.88,75.7,741.0,230.9,41.7,True,soil_temp_c_hard_range_violation;,0 days 00:15:00,0
SENS-07,2026-06-02 17:15:00,orchid_bark,15.71,76.8,725.0,195.7,40.9,True,soil_temp_c_hard_range_violation;,0 days 00:15:00,0
SENS-07,2026-06-02 17:30:00,orchid_bark,15.75,76.66,745.0,197.0,39.2,True,soil_temp_c_hard_range_violation;,0 days 00:15:00,0
SENS-07,2026-06-02 17:45:00,orchid_bark,15.59,75.4,688.0,182.9,44.4,True,soil_temp_c_hard_range_violation;,0 days 00:15:00,0
SENS-07,2026-06-02 18:00:00,orchid_bark,16.0,75.2,711.0,165.1,35.9,True,soil_temp_c_hard_range_violation;,0 days 00:15:00,0
SENS-07,2026-06-02 18:15:00,orchid_bark,15.91,75.65,673.0,140.9,36.4,True,soil_temp_c_hard_range_violation;,0 days 00:15:00,0
SENS-07,2026-06-02 18:30:00,orchid_bark,16.0,75.7,676.0,109.5,37.8,True,soil_temp_c_hard_range_violation;,0 days 00:15:00,0
SENS-07,2026-06-02 18:45:00,orchid_bark,15.65,75.18,712.0,100.8,35.5,True,soil_temp_c_hard_range_violation;,0 days 00:15:00,0
SENS-07,2026-06-02 19:00:00,orchid_bark,15.49,75.67,704.0,94.6,36.3,True,soil_temp_c_hard_range_violation;,0 days 00:15:00,0
SENS-07,2026-06-02 19:15:00,orchid_bark,15.42,74.48,717.0,57.7,40.1,True,soil_temp_c_hard_range_violation;,0 days 00:15:00,0
SENS-07,2026-06-02 19:30:00,orchid_bark,15.59,74.14,705.0,59.2,35.2,True,soil_temp_c_hard_range_violation;,0 days 00:15:00,0
SENS-07,2026-06-02 19:45:00,orchid_bark,15.34,74.53,689.0,27.4,35.6,True,soil_temp_c_hard_range_violation;,0 days 00:15:00,0
SENS-07,2026-06-02 20:00:00,orchid_bark,15.54,74.43,737.0,0.0,39.3,True,soil_temp_c_hard_range_violation;,0 days 00:15:00,0
SENS-07,2026-06-02 20:15:00,orchid_bark,15.53,74.89,675.0,1.8,34.0,True,soil_temp_c_hard_range_violation;,0 days 00:15:00,0
SENS-07,2026-06-02 20:30:00,orchid_bark,15.56,73.96,710.0,3.0,38.1,True,soil_temp_c_hard_range_violation;,0 days 00:15:00,0
SENS-07,2026-06-02 20:45:00,orchid_bark,15.37,73.81,746.0,0.0,38.5,True,soil_temp_c_hard_range_violation;,0 days 00:15:00,0
SENS-07,2026-06-02 21:00:00,orchid_bark,15.15,72.7,728.0,0.0,41.3,True,soil_temp_c_hard_range_violation;,0 days 00:15:00,0
SENS-07,2026-06-02 21:15:00,orchid_bark,14.68,72.34,699.0,16.0,42.4,True,soil_temp_c_hard_range_violation;,0 days 00:15:00,0
SENS-07,2026-06-02 21:30:00,orchid_bark,14.71,71.76,628.0,11.9,40.2,True,soil_temp_c_hard_range_violation;,0 days 00:15:00,0
SENS-07,2026-06-02 21:45:00,orchid_bark,14.81,71.96,686.0,0.0,41.2,True,soil_temp_c_hard_range_violation;,0 days 00:15:00,0
SENS-07,2026-06-02 22:00:00,orchid_bark,14.71,71.53,785.0,0.0,42.2,True,soil_temp_c_hard_range_violation;,0 days 00:15:00,0
SENS-07,2026-06-02 22:15:00,orchid_bark,14.36,71.1,690.0,0.0,42.2,True,soil_temp_c_hard_range_violation;,0 days 00:15:00,0
SENS-07,2026-06-02 22:30:00,orchid_bark,14.22,70.48,700.0,17.3,47.9,True,soil_temp_c_hard_range_violation;,0 days 00:15:00,0
SENS-07,2026-06-02 22:45:00,orchid_bark,14.28,70.18,707.0,0.0,46.5,True,soil_temp_c_hard_range_violation;,0 days 00:15:00,0
SENS-07,2026-06-02 23:00:00,orchid_bark,14.29,70.99,717.0,0.0,49.8,True,soil_temp_c_hard_range_violation;,0 days 00:15:00,0
SENS-07,2026-06-02 23:15:00,orchid_bark,14.4,69.58,674.0,0.0,44.4,True,soil_temp_c_hard_range_violation;,0 days 00:15:00,0
SENS-07,2026-06-02 23:30:00,orchid_bark,14.05,69.4,730.0,0.0,51.9,True,soil_temp_c_hard_range_violation;,0 days 00:15:00,0
SENS-07,2026-06-02 23:45:00,orchid_bark,13.95,68.9,716.0,0.0,49.6,True,soil_temp_c_hard_range_violation;,0 days 00:15:00,0
SENS-07,2026-06-03 00:00:00,orchid_bark,13.91,68.04,631.0,0.0,52.4,True,soil_temp_c_hard_range_violation;,0 days 00:15:00,0
SENS-07,2026-06-03 00:15:00,orchid_bark,14.02,68.16,598.0,0.0,45.8,True,soil_temp_c_hard_range_violation;,0 days 00:15:00,0
SENS-07,2026-06-03 00:30:00,orchid_bark,13.87,67.41,679.0,0.0,57.5,True,soil_temp_c_hard_range_violation;,0 days 00:15:00,0
SENS-07,2026-06-03 00:45:00,orchid_bark,13.96,66.11,652.0,0.0,55.1,True,soil_temp_c_hard_range_violation;,0 days 00:15:00,0
SENS-07,2026-06-03 01:00:00,orchid_bark,13.75,66.24,712.0,0.0,60.6,True,soil_temp_c_hard_range_violation;,0 days 00:15:00,0
SENS-07,2026-06-03 01:15:00,orchid_bark,13.78,67.73,685.0,0.0,59.5,True,soil_temp_c_hard_range_violation;,0 days 00:15:00,0
SENS-07,2026-06-03 01:30:00,orchid_bark,13.7,66.81,719.0,0.0,51.2,True,soil_temp_c_hard_range_violation;,0 days 00:15:00,0
SENS-07,2026-06-03 01:45:00,orchid_bark,13.61,65.43,719.0,0.0,63.1,True,soil_temp_c_hard_range_violation;,0 days 00:15:00,0
SENS-07,2026-06-03 02:00:00,orchid_bark,14.08,65.84,660.0,0.0,60.2,True,soil_temp_c_hard_range_violation;,0 days 00:15:00,0
SENS-07,2026-06-03 02:15:00,orchid_bark,13.99,65.23,685.0,0.0,62.7,True,soil_temp_c_hard_range_violation;,0 days 00:15:00,0
SENS-07,2026-06-03 02:30:00,orchid_bark,13.88,66.06,678.0,0.0,63.5,True,soil_temp_c_hard_range_violation;,0 days 00:15:00,0
SENS-07,2026-06-03 02:45:00,orchid_bark,13.58,64.47,737.0,0.0,62.7,True,soil_temp_c_hard_range_violation;,0 days 00:15:00,0
SENS-07,2026-06-03 03:00:00,orchid_bark,13.76,64.51,693.0,0.0,62.8,True,soil_temp_c_hard_range_violation;,0 days 00:15:00,0
SENS-07,2026-06-03 03:15:00,orchid_bark,13.63,63.57,750.0,0.0,67.1,True,soil_temp_c_hard_range_violation;,0 days 00:15:00,0
SENS-07,2026-06-03 03:30:00,orchid_bark,13.61,63.88,752.0,0.0,63.5,True,soil_temp_c_hard_range_violation;,0 days 00:15:00,0
SENS-07,2026-06-03 03:45:00,orchid_bark,13.43,61.86,695.0,0.0,67.0,True,soil_temp_c_hard_range_violation;,0 days 00:15:00,0
SENS-07,2026-06-03 04:00:00,orchid_bark,13.49,63.9,676.0,0.0,71.9,True,soil_temp_c_hard_range_violation;,0 days 00:15:00,0
SENS-07,2026-06-03 04:15:00,orchid_bark,13.67,64.35,665.0,0.0,64.9,True,soil_temp_c_hard_range_violation;,0 days 00:15:00,0
SENS-07,2026-06-03 04:30:00,orchid_bark,13.91,64.78,728.0,0.0,68.7,True,soil_temp_c_hard_range_violation;,0 days 00:15:00,0
SENS-07,2026-06-03 04:45:00,orchid_bark,13.87,63.86,696.0,0.0,73.5,True,soil_temp_c_hard_range_violation;,0 days 00:15:00,0
SENS-07,2026-06-03 05:00:00,orchid_bark,13.73,63.23,671.0,0.0,68.1,True,soil_temp_c_hard_range_violation;,0 days 00:15:00,0
SENS-07,2026-06-03 05:15:00,orchid_bark,13.58,62.92,736.0,0.0,65.4,True,soil_temp_c_hard_range_violation;,0 days 00:15:00,0
SENS-07,2026-06-03 05:30:00,orchid_bark,13.57,63.21,737.0,0.0,65.7,True,soil_temp_c_hard_range_violation;,0 days 00:15:00,0
SENS-07,2026-06-03 05:45:00,orchid_bark,13.6,62.47,662.0,0.0,70.6,True,soil_temp_c_hard_range_violation;,0 days 00:15:00,0
SENS-07,2026-06-03 06:00:00,orchid_bark,13.69,63.54,714.0,0.0,77.4,True,soil_temp_c_hard_range_violation;,0 days 00:15:00,0
SENS-07,2026-06-03 06:15:00,orchid_bark,13.51,62.96,724.0,0.0,70.4,True,soil_temp_c_hard_range_violation;,0 days 00:15:00,0
SENS-07,2026-06-03 06:30:00,orchid_bark,13.52,63.55,768.0,0.0,72.0,True,soil_temp_c_hard_range_violation;,0 days 00:15:00,0
SENS-07,2026-06-03 06:45:00,orchid_bark,13.3,64.0,693.0,0.0,73.1,True,soil_temp_c_hard_range_violation;,0 days 00:15:00,0
SENS-07,2026-06-03 07:00:00,orchid_bark,13.26,64.58,700.0,0.0,76.3,True,soil_temp_c_hard_range_violation;,0 days 00:15:00,0
SENS-07,2026-06-03 07:15:00,orchid_bark,13.52,63.37,726.0,0.0,75.5,True,soil_temp_c_hard_range_violation;,0 days 00:15:00,0
SENS-07,2026-06-03 07:30:00,orchid_bark,13.46,64.56,751.0,0.0,72.4,True,soil_temp_c_hard_range_violation;,0 days 00:15:00,0
SENS-07,2026-06-03 07:45:00,orchid_bark,13.27,65.55,716.0,8.7,74.5,True,soil_temp_c_hard_range_violation;,0 days 00:15:00,0
SENS-07,2026-06-03 08:00:00,orchid_bark,13.33,66.36,709.0,0.0,75.6,True,soil_temp_c_hard_range_violation;,0 days 00:15:00,0
SENS-07,2026-06-03 08:15:00,orchid_bark,13.49,65.59,678.0,29.3,67.1,True,soil_temp_c_hard_range_violation;,0 days 00:15:00,0
SENS-07,2026-06-03 08:30:00,orchid_bark,13.32,67.55,687.0,46.7,70.5,True,soil_temp_c_hard_range_violation;,0 days 00:15:00,0
SENS-07,2026-06-03 08:45:00,orchid_bark,13.04,66.81,694.0,70.5,67.5,True,soil_temp_c_hard_range_violation;,0 days 00:15:00,0
SENS-07,2026-06-03 09:00:00,orchid_bark,12.87,66.69,728.0,73.8,68.4,True,soil_temp_c_hard_range_violation;,0 days 00:15:00,0
SENS-07,2026-06-03 09:15:00,orchid_bark,12.77,67.91,718.0,101.2,71.9,True,soil_temp_c_hard_range_violation;,0 days 00:15:00,0
SENS-07,2026-06-03 09:30:00,orchid_bark,13.06,67.03,672.0,124.8,65.7,True,soil_temp_c_hard_range_violation;,0 days 00:15:00,0
SENS-07,2026-06-03 09:45:00,orchid_bark,12.77,67.03,734.0,145.0,75.5,True,soil_temp_c_hard_range_violation;,0 days 00:15:00,0
SENS-07,2026-06-03 10:00:00,orchid_bark,12.43,68.85,693.0,166.7,69.7,True,soil_temp_c_hard_range_violation;,0 days 00:15:00,0
SENS-07,2026-06-03 10:15:00,orchid_bark,12.48,68.95,694.0,183.0,65.1,True,soil_temp_c_hard_range_violation;,0 days 00:15:00,0
SENS-07,2026-06-03 10:30:00,orchid_bark,12.33,69.73,731.0,198.6,65.6,True,soil_temp_c_hard_range_violation;,0 days 00:15:00,0
SENS-07,2026-06-03 10:45:00,orchid_bark,12.13,70.12,736.0,214.9,61.1,True,soil_temp_c_hard_range_violation;,0 days 00:15:00,0
SENS-07,2026-06-03 11:00:00,orchid_bark,12.26,71.24,714.0,231.7,59.6,True,soil_temp_c_hard_range_violation;,0 days 00:15:00,0
SENS-07,2026-06-03 11:15:00,orchid_bark,12.27,69.17,775.0,240.7,61.8,True,soil_temp_c_hard_range_violation;,0 days 00:15:00,0
SENS-07,2026-06-03 11:30:00,orchid_bark,12.47,70.38,625.0,263.0,65.8,True,soil_temp_c_hard_range_violation;,0 days 00:15:00,0
SENS-07,2026-06-03 11:45:00,orchid_bark,12.61,70.83,739.0,265.5,56.6,True,soil_temp_c_hard_range_violation;,0 days 00:15:00,0
SENS-07,2026-06-03 12:00:00,orchid_bark,12.36,72.27,660.0,263.6,63.4,True,soil_temp_c_hard_range_violation;,0 days 00:15:00,0
SENS-07,2026-06-03 12:15:00,orchid_bark,12.02,72.09,699.0,297.0,58.0,True,soil_temp_c_hard_range_violation;,0 days 00:15:00,0
SENS-07,2026-06-03 12:30:00,orchid_bark,12.25,73.06,701.0,299.4,58.1,True,soil_temp_c_hard_range_violation;,0 days 00:15:00,0
SENS-07,2026-06-03 12:45:00,orchid_bark,12.22,72.79,698.0,301.8,56.4,True,soil_temp_c_hard_range_violation;,0 days 00:15:00,0
SENS-07,2026-06-03 13:00:00,orchid_bark,12.82,72.93,664.0,310.0,57.3,True,soil_temp_c_hard_range_violation;,0 days 00:15:00,0
SENS-07,2026-06-03 13:15:00,orchid_bark,13.01,73.8,646.0,325.9,57.1,True,soil_temp_c_hard_range_violation;,0 days 00:15:00,0
SENS-07,2026-06-03 13:30:00,orchid_bark,13.27,73.83,623.0,318.1,52.0,True,soil_temp_c_hard_range_violation;,0 days 00:15:00,0
SENS-07,2026-06-03 13:45:00,orchid_bark,13.07,74.23,692.0,331.5,53.0,True,soil_temp_c_hard_range_violation;,0 days 00:15:00,0
SENS-07,2026-06-03 14:00:00,orchid_bark,13.04,74.73,706.0,323.8,54.2,True,soil_temp_c_hard_range_violation;,0 days 00:15:00,0
SENS-07,2026-06-03 14:15:00,orchid_bark,13.19,74.84,724.0,316.4,51.7,True,soil_temp_c_hard_range_violation;,0 days 00:15:00,0
SENS-07,2026-06-03 14:30:00,orchid_bark,13.16,75.51,747.0,306.8,46.9,True,soil_temp_c_hard_range_violation;,0 days 00:15:00,0
SENS-07,2026-06-03 14:45:00,orchid_bark,13.16,75.07,734.0,314.6,46.5,True,soil_temp_c_hard_range_violation;,0 days 00:15:00,0
SENS-07,2026-06-03 15:00:00,orchid_bark,13.2,75.38,740.0,319.6,43.0,True,soil_temp_c_hard_range_violation;,0 days 00:15:00,0
SENS-07,2026-06-03 15:15:00,orchid_bark,13.04,74.73,660.0,298.5,50.5,True,soil_temp_c_hard_range_violation;,0 days 00:15:00,0
SENS-07,2026-06-03 15:30:00,orchid_bark,12.85,76.33,745.0,298.6,45.0,True,soil_temp_c_hard_range_violation;,0 days 00:15:00,0
SENS-07,2026-06-03 15:45:00,orchid_bark,12.81,77.0,715.0,299.3,38.9,True,soil_temp_c_hard_range_violation;,0 days 00:15:00,0
SENS-07,2026-06-03 16:00:00,orchid_bark,12.72,74.59,648.0,262.9,39.8,True,soil_temp_c_hard_range_violation;,0 days 00:15:00,0
SENS-07,2026-06-03 16:15:00,orchid_bark,12.53,76.44,743.0,269.3,41.0,True,soil_temp_c_hard_range_violation;,0 days 00:15:00,0
SENS-07,2026-06-03 16:30:00,orchid_bark,12.5,75.94,665.0,258.3,44.7,True,soil_temp_c_hard_range_violation;,0 days 00:15:00,0
SENS-07,2026-06-03 16:45:00,orchid_bark,12.24,75.96,659.0,243.4,39.5,True,soil_temp_c_hard_range_violation;,0 days 00:15:00,0
SENS-07,2026-06-03 17:00:00,orchid_bark,12.39,76.55,762.0,212.6,41.2,True,soil_temp_c_hard_range_violation;,0 days 00:15:00,0
SENS-07,2026-06-03 17:15:00,orchid_bark,12.5,76.06,710.0,204.9,36.7,True,soil_temp_c_hard_range_violation;,0 days 00:15:00,0
SENS-07,2026-06-03 17:30:00,orchid_bark,12.63,76.33,659.0,178.1,40.3,True,soil_temp_c_hard_range_violation;,0 days 00:15:00,0
SENS-07,2026-06-03 17:45:00,orchid_bark,12.46,75.72,679.0,167.2,41.9,True,soil_temp_c_hard_range_violation;,0 days 00:15:00,0
SENS-07,2026-06-03 18:00:00,orchid_bark,12.26,76.96,743.0,166.7,40.0,True,soil_temp_c_hard_range_violation;,0 days 00:15:00,0
SENS-07,2026-06-03 18:15:00,orchid_bark,12.52,75.6,652.0,138.9,30.0,True,soil_temp_c_hard_range_violation;,0 days 00:15:00,0
SENS-07,2026-06-03 18:30:00,orchid_bark,12.48,75.07,695.0,129.0,36.7,True,soil_temp_c_hard_range_violation;,0 days 00:15:00,0
SENS-07,2026-06-03 18:45:00,orchid_bark,12.59,75.7,695.0,109.0,33.9,True,soil_temp_c_hard_range_violation;,0 days 00:15:00,0
SENS-07,2026-06-03 19:00:00,orchid_bark,12.35,74.66,809.0,73.8,39.0,True,soil_temp_c_hard_range_violation;,0 days 00:15:00,0
SENS-07,2026-06-03 19:15:00,orchid_bark,12.29,75.2,642.0,63.8,37.2,True,soil_temp_c_hard_range_violation;,0 days 00:15:00,0
SENS-07,2026-06-03 19:30:00,orchid_bark,12.52,75.99,644.0,29.1,42.3,True,soil_temp_c_hard_range_violation;,0 days 00:15:00,0
SENS-07,2026-06-03 19:45:00,orchid_bark,12.54,74.5,678.0,23.1,36.3,True,soil_temp_c_hard_range_violation;,0 days 00:15:00,0
SENS-07,2026-06-03 20:00:00,orchid_bark,12.49,73.27,675.0,3.4,37.8,True,soil_temp_c_hard_range_violation;,0 days 00:15:00,0
SENS-07,2026-06-03 20:15:00,orchid_bark,12.6,73.65,702.0,0.0,37.6,True,soil_temp_c_hard_range_violation;,0 days 00:15:00,0
SENS-07,2026-06-03 20:30:00,orchid_bark,12.65,74.23,681.0,0.0,40.5,True,soil_temp_c_hard_range_violation;,0 days 00:15:00,0
SENS-07,2026-06-03 20:45:00,orchid_bark,13.06,73.38,734.0,0.0,35.9,True,soil_temp_c_hard_range_violation;,0 days 00:15:00,0
SENS-07,2026-06-03 21:00:00,orchid_bark,13.06,73.45,704.0,20.3,36.4,True,soil_temp_c_hard_range_violation;,0 days 00:15:00,0
SENS-07,2026-06-03 21:15:00,orchid_bark,13.18,72.12,662.0,5.0,38.3,True,soil_temp_c_hard_range_violation;,0 days 00:15:00,0
SENS-07,2026-06-03 21:30:00,orchid_bark,13.14,71.91,691.0,0.0,42.5,True,soil_temp_c_hard_range_violation;,0 days 00:15:00,0
SENS-07,2026-06-03 21:45:00,orchid_bark,12.93,72.28,690.0,7.7,44.6,True,soil_temp_c_hard_range_violation;,0 days 00:15:00,0
SENS-07,2026-06-03 22:00:00,orchid_bark,13.01,72.59,746.0,11.8,42.0,True,soil_temp_c_hard_range_violation;,0 days 00:15:00,0
SENS-07,2026-06-03 22:15:00,orchid_bark,12.7,70.75,735.0,9.7,44.9,True,soil_temp_c_hard_range_violation;,0 days 00:15:00,0
SENS-07,2026-06-03 22:30:00,orchid_bark,12.89,70.65,729.0,0.0,45.6,True,soil_temp_c_hard_range_violation;,0 days 00:15:00,0
SENS-07,2026-06-03 22:45:00,orchid_bark,12.62,71.01,671.0,0.0,44.8,True,soil_temp_c_hard_range_violation;,0 days 00:15:00,0
SENS-07,2026-06-03 23:00:00,orchid_bark,12.44,69.89,713.0,0.0,45.8,True,soil_temp_c_hard_range_violation;,0 days 00:15:00,0
SENS-07,2026-06-03 23:15:00,orchid_bark,12.24,69.85,654.0,0.0,49.3,True,soil_temp_c_hard_range_violation;,0 days 00:15:00,0
SENS-07,2026-06-03 23:30:00,orchid_bark,12.36,68.45,726.0,0.0,53.9,True,soil_temp_c_hard_range_violation;,0 days 00:15:00,0
SENS-07,2026-06-03 23:45:00,orchid_bark,12.13,68.58,749.0,0.0,52.2,True,soil_temp_c_hard_range_violation;,0 days 00:15:00,0
SENS-07,2026-06-04 00:00:00,orchid_bark,12.23,67.73,617.0,0.0,53.9,True,soil_temp_c_hard_range_violation;,0 days 00:15:00,0
SENS-07,2026-06-04 00:15:00,orchid_bark,12.1,66.56,697.0,0.0,57.6,True,soil_temp_c_hard_range_violation;,0 days 00:15:00,0
SENS-07,2026-06-04 00:30:00,orchid_bark,12.07,66.76,697.0,0.0,50.6,True,soil_temp_c_hard_range_violation;,0 days 00:15:00,0
SENS-07,2026-06-04 00:45:00,orchid_bark,11.96,67.33,737.0,0.0,55.9,True,soil_temp_c_hard_range_violation;,0 days 00:15:00,0
SENS-07,2026-06-04 01:00:00,orchid_bark,12.43,67.05,677.0,0.0,59.4,True,soil_temp_c_hard_range_violation;,0 days 00:15:00,0
SENS-07,2026-06-04 01:15:00,orchid_bark,12.09,66.85,676.0,0.0,59.0,True,soil_temp_c_hard_range_violation;,0 days 00:15:00,0
SENS-07,2026-06-04 01:30:00,orchid_bark,12.19,66.33,707.0,0.0,55.6,True,soil_temp_c_hard_range_violation;,0 days 00:15:00,0
SENS-07,2026-06-04 01:45:00,orchid_bark,12.18,65.48,725.0,0.0,56.1,True,soil_temp_c_hard_range_violation;,0 days 00:15:00,0
SENS-07,2026-06-04 02:00:00,orchid_bark,29.12,64.02,709.0,0.0,64.6,True,soil_temp_c_hard_range_violation;,0 days 00:15:00,0
SENS-07,2026-06-04 02:15:00,orchid_bark,28.75,64.24,736.0,0.0,62.0,True,soil_temp_c_hard_range_violation;,0 days 00:15:00,0
SENS-07,2026-06-04 02:30:00,orchid_bark,28.36,65.61,728.0,0.0,62.8,True,soil_temp_c_hard_range_violation;,0 days 00:15:00,0
SENS-07,2026-06-04 02:45:00,orchid_bark,27.96,63.95,680.0,0.0,63.0,True,soil_temp_c_hard_range_violation;,0 days 00:15:00,0
SENS-07,2026-06-04 03:00:00,orchid_bark,27.82,64.29,702.0,0.0,68.5,True,soil_temp_c_hard_range_violation;,0 days 00:15:00,0
SENS-07,2026-06-04 03:15:00,orchid_bark,27.53,64.2,723.0,0.0,67.9,True,soil_temp_c_hard_range_violation;,0 days 00:15:00,0
SENS-07,2026-06-04 03:30:00,orchid_bark,27.2,62.98,669.0,0.0,65.4,True,soil_temp_c_hard_range_violation;,0 days 00:15:00,0
SENS-07,2026-06-04 03:45:00,orchid_bark,27.11,64.08,674.0,0.0,69.6,True,soil_temp_c_hard_range_violation;,0 days 00:15:00,0
SENS-07,2026-06-04 04:00:00,orchid_bark,27.17,64.81,643.0,0.0,68.3,True,soil_temp_c_hard_range_violation;,0 days 00:15:00,0
SENS-07,2026-06-04 04:15:00,orchid_bark,26.73,63.61,748.0,0.0,71.1,True,soil_temp_c_hard_range_violation;,0 days 00:15:00,0
SENS-07,2026-06-04 04:30:00,orchid_bark,26.64,63.36,788.0,0.0,73.3,True,soil_temp_c_hard_range_violation;,0 days 00:15:00,0
SENS-07,2026-06-04 04:45:00,orchid_bark,26.59,62.67,674.0,0.0,73.7,True,soil_temp_c_hard_range_violation;,0 days 00:15:00,0
SENS-07,2026-06-04 05:00:00,orchid_bark,26.7,63.3,724.0,0.0,65.4,True,soil_temp_c_hard_range_violation;,0 days 00:15:00,0
SENS-07,2026-06-04 05:15:00,orchid_bark,26.49,63.9,751.0,0.0,72.7,True,soil_temp_c_hard_range_violation;,0 days 00:15:00,0
SENS-07,2026-06-04 05:30:00,orchid_bark,26.65,63.55,654.0,0.0,76.1,True,soil_temp_c_hard_range_violation;,0 days 00:15:00,0
SENS-07,2026-06-04 05:45:00,orchid_bark,26.61,63.3,715.0,0.0,69.9,True,soil_temp_c_hard_range_violation;,0 days 00:15:00,0
